"fid","username","reaction_count","reply_count","reaction_reply_ratio","url","text"
"535436","<a href=""https://warpcast.com/cryptohindio"" target=""_blank"">cryptohindio</a>","4196","68","61.705882352941174","<a href=""https://warpcast.com/cryptohindio/0x2b256266"" target=""_blank"">https://warpcast.com/cryptohindio/0x2b256266</a>","🤷Gas fee today"
"535436","<a href=""https://warpcast.com/cryptohindio"" target=""_blank"">cryptohindio</a>","4104","65","63.13846153846154","<a href=""https://warpcast.com/cryptohindio/0x611fe337"" target=""_blank"">https://warpcast.com/cryptohindio/0x611fe337</a>","👇My public wallet\n\n😂I still remember I saw $166K in it 2 days ago\n\n📸Post your screenshot in comments section below😅\n\n💙Like\n🔁RT"
"535436","<a href=""https://warpcast.com/cryptohindio"" target=""_blank"">cryptohindio</a>","3980","62","64.19354838709677","<a href=""https://warpcast.com/cryptohindio/0x337207a4"" target=""_blank"">https://warpcast.com/cryptohindio/0x337207a4</a>","🤷Crypto always fall"
"345284","<a href=""https://warpcast.com/cryptoteluguo"" target=""_blank"">cryptoteluguo</a>","3943","62","63.596774193548384","<a href=""https://warpcast.com/cryptoteluguo/0x3f343fdb"" target=""_blank"">https://warpcast.com/cryptoteluguo/0x3f343fdb</a>","💥Simple guide on @LineaBuild Name Service\n\n👇Mint your free Linea ENS\n✅Free if u have POH\n\n🔗names.linea.build\n✅Search for required name\n✅Sign txn\n⌛Wait 60sec\n✅Sign 2nd Txn\n\n💥Done\n⛽$0.1\n\n😁Usually domain cost $5 per year\n✅This one for free for 3 years\n\n💙Like\n🔁RT"
"535436","<a href=""https://warpcast.com/cryptohindio"" target=""_blank"">cryptohindio</a>","3934","49","80.28571428571429","<a href=""https://warpcast.com/cryptohindio/0xdcc190b2"" target=""_blank"">https://warpcast.com/cryptohindio/0xdcc190b2</a>","💥  Voyage coming to end\n\n📸Snapshot - 30July\n🪙Airdrop for pearls - 8%\n📆TGE not Announced\n\n🦪Airdrop will be based on Pearl u have\n\n🌊2% for S2 - Wavedrops\n📆Ends - 8 October\n\n👇Post your Pearl screenshot in comments section\n\n💙Like\n🔁RT"
"535436","<a href=""https://warpcast.com/cryptohindio"" target=""_blank"">cryptohindio</a>","3590","45","79.77777777777777","<a href=""https://warpcast.com/cryptohindio/0x11a0155f"" target=""_blank"">https://warpcast.com/cryptohindio/0x11a0155f</a>","😅Out of nowhere @ZircuitL2 decided to reveal #Airdrop\n\n🔴When market is red\n\n❌U can't see allocation yet\n✅But Airdrop claim tab added to dapp\n✅Season 1 ended as per their website\n✅S2 started\n\n🤔Soon 🪂announcement? What do u think?\n🤔Do u think,they should wait?\n\n💙Like\n🔁RT"
"535436","<a href=""https://warpcast.com/cryptohindio"" target=""_blank"">cryptohindio</a>","3543","53","66.84905660377359","<a href=""https://warpcast.com/cryptohindio/0xa5938700"" target=""_blank"">https://warpcast.com/cryptohindio/0xa5938700</a>","💥Simplest guide of  Testnet u see on Internet👇 for minimum eligibility\n\n❌No investment\n❌No need to install 3 wallets\n❌No stressful testnet tasks\n\n💰$41M funding\n✅Binance backed\n✅Confirmed #Airdrop\n\n📝MoveDrop breakdown\n✌️divided majorly in 2\n1️⃣Devs\n2️⃣Everyone ( Building the Parthenon)\n\n😁Under everyone there r 5 Guilds\n🗺️U can win 5 resources in Each Guild\n\n👇5 Resource earning breakdown\n🏗️10% progress\n🏗️25%\n🏗️50%\n🏗️75%\n🏗️100%\n\n💡Out of 5 Guilds Explorers is the easiest one\n✅U can earn 4 resources without stressful testnet\n🐦Only social tasks\n🧮Just complete 75% tasks\n\n👇Steps\n🔗testnet.movementlabs.xyz\n✅Login with Galxe\n✅Go to quest tab\n✅Select ""progress""\n✅Select ""Explorers""\n✅Now u see only Explorer quests\n✅All r Simple Twitter follow & Discord join tasks\n\n💥Done\n\n📝By completing 75% of Explorer guild u do a total of 25% of available quests (75/300)\n\n🧑‍🎓Founder told only 10% is enough fo…"
"535436","<a href=""https://warpcast.com/cryptohindio"" target=""_blank"">cryptohindio</a>","3509","28","125.32142857142857","<a href=""https://warpcast.com/cryptohindio/0xf7fe21f8"" target=""_blank"">https://warpcast.com/cryptohindio/0xf7fe21f8</a>","💥Full details on @KiloEx_perp updated Airdrop\n\n✅Binance backed\n\n👇New update on Tokenomics\n🪙Total supply - 1B\n🪙Airdrop- 100M (10%)\n🪙TGE Airdrop - 4%+\n\n👇Airdrop in 2 rounds\n1️⃣Genesis Airdrop\n🪙Tokens - 40M\n📆Start to 17July\n📸Snapshot taken\n🎁Rewards based on points earned before snapshot\n\n2️⃣Pioneer Season\n🪙Tokens - 60M\n📆17July to TGE\n✅Same allocation post TGE +180 days\n🤔So Pioneer season TGE Airdrop will be around 10M rest after 180 days\n🎁Rewards based on Genesis pass & trading points\n\n🎟️Genasis Pass\n✅Based on previous trading u would have received some shards\n✅With 10 shards, u can mint pass\n🎁Each pass comes with 214 $KILO Airdrop\n\n👇Steps to join Pioneer Season & earn Shards & points\n🔗app.kiloex.io/contest?season…\n✅Join CryptoTelugu team\n✅Trade\n⛓️Contest available on opBNB chain\n\n👇For every $1000 volume\n🎟️1 Raffle\n🪙24.5 points\n\n⚠️Use this for your day to day trades\n⚠️Don't farm for Airdrop, u may loose ur cap…"
"535436","<a href=""https://warpcast.com/cryptohindio"" target=""_blank"">cryptohindio</a>","3502","37","94.64864864864865","<a href=""https://warpcast.com/cryptohindio/0x7458d247"" target=""_blank"">https://warpcast.com/cryptohindio/0x7458d247</a>","🥜2 peanut Drops to check today\n\n1️⃣ @ZircuitL2 Airdrop claim is live\n🔗claim.zircuit.com\n✅U can claim\n❌Can't trade till phase2\n\n2️⃣@RenzoProtocol season 2 checker is live\n🔗claim.renzoprotocol.com\n✅Check your allocation\n✅Claim will go live later\n\n📸Post ur👇\n\n💙Like\n🔁RT"
"409781","<a href=""https://warpcast.com/wagmi1337.eth"" target=""_blank"">wagmi1337.eth</a>","3470","266","13.045112781954888","<a href=""https://warpcast.com/wagmi1337.eth/0x05b7b962"" target=""_blank"">https://warpcast.com/wagmi1337.eth/0x05b7b962</a>","win 🔵BASED🔵 prizes with WAGMI\n\n🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀\n🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀\n🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀\n\nhttps://wagmi.best/roulette2"
"535436","<a href=""https://warpcast.com/cryptohindio"" target=""_blank"">cryptohindio</a>","3438","33","104.18181818181819","<a href=""https://warpcast.com/cryptohindio/0x0697f61f"" target=""_blank"">https://warpcast.com/cryptohindio/0x0697f61f</a>","💥Simple guide on _tongames game\n\n✅Binance Incubation\n😁Super early\n📆Project started 3 days ago\n🚘Telegram Game\n💯FREE\n\n👇Steps\n🔗t.me/drft_party_bot…\n🚗Merge cars\n✅Daily tasks\n✅Basic tasks\n🪙Earn points\n\n💙Like\n🔁RT"
"345284","<a href=""https://warpcast.com/cryptoteluguo"" target=""_blank"">cryptoteluguo</a>","3316","46","72.08695652173913","<a href=""https://warpcast.com/cryptoteluguo/0xb63d6013"" target=""_blank"">https://warpcast.com/cryptoteluguo/0xb63d6013</a>","🎉 AleoHQ.phaver mainnet in 2-3 weeks\n\n📆August\n💰$298M funding\n\n🥱Team mentioned, no rewards to Contributor bade(Only ~13k)\n\n😂At the same time mention claim will be live for Contributors(Incentivized Testnet) \n\n🤔But the badge name itself says it\n\n👤KYC\n\n🤔Wt do u think?\n\n💙Like\n🔁RT"
"535436","<a href=""https://warpcast.com/cryptohindio"" target=""_blank"">cryptohindio</a>","3292","47","70.04255319148936","<a href=""https://warpcast.com/cryptohindio/0x53920424"" target=""_blank"">https://warpcast.com/cryptohindio/0x53920424</a>","🔴ETH 21% down"
"475121","<a href=""https://warpcast.com/erenxdolu"" target=""_blank"">erenxdolu</a>","3279","129","25.41860465116279","<a href=""https://warpcast.com/erenxdolu/0x00347d55"" target=""_blank"">https://warpcast.com/erenxdolu/0x00347d55</a>","Gm Phaver, Here’s a question 🔥\n\nImagine that you have max $SOCIAL allocation ( ~110K ), and I want to swap my 1 ETH for your 110K $SOCIAL. Would you give me your $SOCIAL tokens for 1 ETH ( ~$3000 ) ?\n\nComment below, be honest 😎"
"535436","<a href=""https://warpcast.com/cryptohindio"" target=""_blank"">cryptohindio</a>","3161","30","105.36666666666666","<a href=""https://warpcast.com/cryptohindio/0xc4a69ebe"" target=""_blank"">https://warpcast.com/cryptohindio/0xc4a69ebe</a>","💥Simple guide on @Calderaxyz Metalayer\n\n💯FREE\n💰$25M funding\n🎨18NFT mint\n\n👇Steps\n🔗metalayer.caldera.xyz\n✅Connect wallet\n✅Sign in Testnet\n💥Done 18 NFTs minted in 18 different testnets\n\n💙Like\n🔁RT"
"535436","<a href=""https://warpcast.com/cryptohindio"" target=""_blank"">cryptohindio</a>","3159","34","92.91176470588235","<a href=""https://warpcast.com/cryptohindio/0xfc8902eb"" target=""_blank"">https://warpcast.com/cryptohindio/0xfc8902eb</a>","📝Update on @elixir\n\n📆Season1 ended\n✅Season 2 started\n\n🪙They announced Decentralized US Dollar (deUSD)\n🤷Another unstable coin\n\n📤U can withdraw ur ETH on 28 August\n🔗elixir.xyz/apothecary\n\n❌I am not joining season2\n\n📸Post your points screenshot\n\n💙Like\n🔁RT"
"475121","<a href=""https://warpcast.com/erenxdolu"" target=""_blank"">erenxdolu</a>","3145","80","39.3125","<a href=""https://warpcast.com/erenxdolu/0x159ac21c"" target=""_blank"">https://warpcast.com/erenxdolu/0x159ac21c</a>","I'm so happy for $SOCIAL TGE delay at this point.\n\nCrypto market is literally bleeding, imagine what would happen if $SOCIAL is launched just before this chaos.\n\nA good TGE is not enough to reach all the success but a bad TGE might be enough to fail.\n\nPhaver is building the best supergraph and community, which are much more than airdrops, no matter how big they are.\n\nAfter all those stupid fuds, phaver is peaceful again with real believers 💎✊🏻\n\nOnce again, I'm fckn bullish 🔥\n$SOCIAL"
"475121","<a href=""https://warpcast.com/erenxdolu"" target=""_blank"">erenxdolu</a>","2933","62","47.306451612903224","<a href=""https://warpcast.com/erenxdolu/0xd3f173b1"" target=""_blank"">https://warpcast.com/erenxdolu/0xd3f173b1</a>","🎊 2x Phaver UP NFT giveaway from Phaver 🎊\n\nPhaver announced a new $SOCIAL SUMMER campaign in which 2x Phaver Up NFTs and thousands of points will be distributed 🔥\n\nHere's a simple guide on how to join campaign❗️\n\n👉🏻 You should share your best summer moment in the $SOCIAL Summer Community.\n\nPhaver UP NFT is the most valuable NFT collection in phaver which gives you 300p and 50 cred per day, with many future benefits 🔥\n\nFloor price : ~1240 MATIC\n\nPrizes of campaign 👉🏻\n\n1st --> Phaver UP NFT\n2nd --> 15K Points\n3rd --> 10K Points\n4-10th --> 5K Points\n\nAlso, the best AI image shared on $SOCIAL Summer community will win a Phaver UP NFT 🔥\n\nCampaign ends on August, 11th , Good luck 🫡\n\nLike & Mirror if you like the guide🤝🏻"
"535436","<a href=""https://warpcast.com/cryptohindio"" target=""_blank"">cryptohindio</a>","2931","21","139.57142857142858","<a href=""https://warpcast.com/cryptohindio/0x73c73ac3"" target=""_blank"">https://warpcast.com/cryptohindio/0x73c73ac3</a>","🤔R u still farming #Airdrops? Let me know in comments section"
"535436","<a href=""https://warpcast.com/cryptohindio"" target=""_blank"">cryptohindio</a>","2847","19","149.8421052631579","<a href=""https://warpcast.com/cryptohindio/0x7699b7b6"" target=""_blank"">https://warpcast.com/cryptohindio/0x7699b7b6</a>","🚨Important if u delegated $EIGEN\n\n📆As per initial announcement Listing might be in September\n\n🤔So if u want to sell #Airdrop u should unstake tokens now\n\n🔗app.eigenlayer.xyz\n✅Unstake $EIGEN\n⌛Wait 24 days\n📤Claim\n\n📆so u get access to your tokens on time\n\n💙Like\n🔁RT"
"535436","<a href=""https://warpcast.com/cryptohindio"" target=""_blank"">cryptohindio</a>","2835","27","105","<a href=""https://warpcast.com/cryptohindio/0x019995f7"" target=""_blank"">https://warpcast.com/cryptohindio/0x019995f7</a>","💥Simple guide on _labs Airdrop\n\n✅Binance backed\n⛓️SOL\n\n👇Steps\n🔗app.solayer.org/invite/PZBTD2\n✅Connect wallet\n✅Join socials(no validation so just click 😂)\n✅Stake $SOL\n\n💲U also earn 8% APY\n🪂Also #Airdrop\n\n⚠️Withdraw is not instant\n\n💙Like\n🔁RT"
"535436","<a href=""https://warpcast.com/cryptohindio"" target=""_blank"">cryptohindio</a>","2801","15","186.73333333333332","<a href=""https://warpcast.com/cryptohindio/0x4e8046b0"" target=""_blank"">https://warpcast.com/cryptohindio/0x4e8046b0</a>","🤔R u bullish or bearish?"
"535436","<a href=""https://warpcast.com/cryptohindio"" target=""_blank"">cryptohindio</a>","2797","35","79.91428571428571","<a href=""https://warpcast.com/cryptohindio/0x80cca107"" target=""_blank"">https://warpcast.com/cryptohindio/0x80cca107</a>","🔴Big Red Day of this cycle"
"535436","<a href=""https://warpcast.com/cryptohindio"" target=""_blank"">cryptohindio</a>","2769","23","120.3913043478261","<a href=""https://warpcast.com/cryptohindio/0x1f52169c"" target=""_blank"">https://warpcast.com/cryptohindio/0x1f52169c</a>","💥Simple guide on _xyz_ Node whitelist\n\n✅Binance Incubation\n💰Funding undisclosed\n\n✅Apply for whitelist to run validators or light clients on Public Testnet\n\n💯FREE\n📆Ends - 5 August\n\n👇Steps\n🔗app.galxe.com/quest/n92t8xte…\n✅Complete social tasks\n✅Submit EVM wallet\n\n📝Team will select few & send test tokens to setup node\n✅Only selected users can run the node\n\n💙Like\n🔁RT"
"535436","<a href=""https://warpcast.com/cryptohindio"" target=""_blank"">cryptohindio</a>","2722","16","170.125","<a href=""https://warpcast.com/cryptohindio/0x977ffbf9"" target=""_blank"">https://warpcast.com/cryptohindio/0x977ffbf9</a>","💥Simple guide on @LineaBuild Name Service\n\n👇Mint your free Linea ENS\n✅Free if u have POH\n\n🔗names.linea.build\n✅Search for required name\n✅Sign txn\n⌛Wait 60sec\n✅Sign 2nd Txn\n\n💥Done\n⛽$0.1\n\n😁Usually domain cost $5 per year\n✅This one for free for 3 years\n\n💙Like\n🔁RT"
"12239","<a href=""https://warpcast.com/alitiknazoglu"" target=""_blank"">alitiknazoglu</a>","2695","113","23.849557522123895","<a href=""https://warpcast.com/alitiknazoglu/0x3b7b02ae"" target=""_blank"">https://warpcast.com/alitiknazoglu/0x3b7b02ae</a>","gm! 💜 what’s your plan for this weekend? 👾"
"535436","<a href=""https://warpcast.com/cryptohindio"" target=""_blank"">cryptohindio</a>","2521","21","120.04761904761905","<a href=""https://warpcast.com/cryptohindio/0xdcad9a61"" target=""_blank"">https://warpcast.com/cryptohindio/0xdcad9a61</a>","😁Good time to initiate $EIGEN unstake\n\n⛽2gwei\n\n✅I just completed the txn\n🪙Only $0.4 gas fee\n\n💙Like\n🔁RT"
"374339","<a href=""https://warpcast.com/cmon"" target=""_blank"">cmon</a>","2412","36","67","<a href=""https://warpcast.com/cmon/0x8bb58e41"" target=""_blank"">https://warpcast.com/cmon/0x8bb58e41</a>","Shello amazing creatures 🌊 🧜‍♀️ \nI am so grateful for the second bid for my piece on mysticgarden.lens by metastyle.lens\n🧜‍♀️\nShout out to all the incredible artists out there and to  to making this happen🤣🧜‍♀️🌊\nBid link:\nhttps://www.mysticgarden.xyz/gallery/0x6079-0x127c"
"5650","<a href=""https://warpcast.com/vitalik.eth"" target=""_blank"">vitalik.eth</a>","2385","168","14.196428571428571","<a href=""https://warpcast.com/vitalik.eth/0x0538ac0a"" target=""_blank"">https://warpcast.com/vitalik.eth/0x0538ac0a</a>","Review: museums of the future, Dubai and Tokyo\n\nhttps://vitalik.eth.limo/general/2024/08/03/museumfuture.html"
"535436","<a href=""https://warpcast.com/cryptohindio"" target=""_blank"">cryptohindio</a>","2359","13","181.46153846153845","<a href=""https://warpcast.com/cryptohindio/0x2eca3974"" target=""_blank"">https://warpcast.com/cryptohindio/0x2eca3974</a>","🤔Is it coming sooner than we think?\n\n✅ _ai hinted something related to @Scroll_ZKP\n✅Nansen only helped in $ARB & $ZK for Airdrop filter\n\n🤔So Scroll Airdrop might be closer\n\n💱Pre-Market started\n💲$0.27\n\n🤔What do u think? Let me know in comments\n\n💙Like\n🔁RT"
"535436","<a href=""https://warpcast.com/cryptohindio"" target=""_blank"">cryptohindio</a>","2296","13","176.6153846153846","<a href=""https://warpcast.com/cryptohindio/0x14c0dc2d"" target=""_blank"">https://warpcast.com/cryptohindio/0x14c0dc2d</a>","📝New users : market crash ho ra bhai🫠\n\n😎Old users:"
"293542","<a href=""https://warpcast.com/thedefimetro"" target=""_blank"">thedefimetro</a>","2285","51","44.80392156862745","<a href=""https://warpcast.com/thedefimetro/0x51656840"" target=""_blank"">https://warpcast.com/thedefimetro/0x51656840</a>","$SOCIAL whales are coming 🐳\n\nAs an OG and content creator, I present to you the second-best of the newest updates on  app.\n\nHere's a leaderboard prepared in advance to showcase the largest holders of Phaver coin, $SOCIAL.\n\nWhat's your Phairdrop strategy, fren?\nBehold, if you plan to dump everything upon the TGE, you probably Ngmi 🤧\n\nAside from unlocking higher monthly $SOCIAL withdrawal quotas, earning more Points and Creds, I foresee this as the best opportunity to gain more recognition and visibility within the app.\n\nIf you aren't getting higher phaves to hit the trending list, gotta shoot your shot here.\n\nImagine being among the Top 10. 👀\nI’m getting curious about my position here. While they’re busy asking when the TGE will be so they can dump their 2,000 $SOCIAL allocations, we ain't the same bro! 🫡\n\nI bet all the recent updates are hot asf.\nStarting with the ""content creators"" carousel that helps you catch up with high-value profiles and the best content in the community, t…"
"5650","<a href=""https://warpcast.com/vitalik.eth"" target=""_blank"">vitalik.eth</a>","2254","183","12.316939890710383","<a href=""https://warpcast.com/vitalik.eth/0xf7b25fd4"" target=""_blank"">https://warpcast.com/vitalik.eth/0xf7b25fd4</a>","Added more M31 and binary field support to zorch:\n\nhttps://github.com/vbuterin/zorch\n\nNow you can write reasonably-performant STARK proving code that runs on your GPU, in python! Below is the full arithmetization of poseidon.\n\nI welcome others taking this and running with it."
"345284","<a href=""https://warpcast.com/cryptoteluguo"" target=""_blank"">cryptoteluguo</a>","2206","32","68.9375","<a href=""https://warpcast.com/cryptoteluguo/0xacabff1c"" target=""_blank"">https://warpcast.com/cryptoteluguo/0xacabff1c</a>","🤔80k followers today?\n\n🥱Who is still not following CryptoTelugu?"
"5650","<a href=""https://warpcast.com/vitalik.eth"" target=""_blank"">vitalik.eth</a>","2205","201","10.970149253731343","<a href=""https://warpcast.com/vitalik.eth/0xcf339362"" target=""_blank"">https://warpcast.com/vitalik.eth/0xcf339362</a>","Fun fact about Taiwan:\n\n* Taitung (臺東, ""Taiwan East"") is further south than Tainan (臺南, ""Taiwan South"")\n* Taipei (臺北, ""Taiwan North"") is further east than Taidong\n\nIn order to complete the cycle, this logically implies that we need to build a new city, Taixi (臺西, ""Taiwan West"") in this exact spot:"
"475121","<a href=""https://warpcast.com/erenxdolu"" target=""_blank"">erenxdolu</a>","2174","34","63.94117647058823","<a href=""https://warpcast.com/erenxdolu/0x9aed6c54"" target=""_blank"">https://warpcast.com/erenxdolu/0x9aed6c54</a>","I was this years old when I realized that I can use phaver on Macbook 😬\n\nI saw a message on phaver dc turkish chat from  , and have installed phaver from app store. It works smoothly except profile page 🤠\n\nAnyways, I'm gonna use it until Phaver Desktop version is live"
"374339","<a href=""https://warpcast.com/cmon"" target=""_blank"">cmon</a>","2062","37","55.729729729729726","<a href=""https://warpcast.com/cmon/0x50b0769f"" target=""_blank"">https://warpcast.com/cmon/0x50b0769f</a>","Shello amazing creatures 🧜‍♀️🌊 \nI am so grateful for sharing my community story on the very first  creator call!\nI am available for questions!\nThank you  for sharing your growth story and to  for organizing it\nAlso thank you  and  for coming with the alphas💙"
"535436","<a href=""https://warpcast.com/cryptohindio"" target=""_blank"">cryptohindio</a>","2026","10","202.6","<a href=""https://warpcast.com/cryptohindio/0x331a200f"" target=""_blank"">https://warpcast.com/cryptohindio/0x331a200f</a>","🎉 AleoHQ.phaver mainnet in 2-3 weeks\n\n📆August\n💰$298M funding\n\n🥱Team mentioned, no rewards to Contributor bade(Only ~13k)\n\n😂At the same time mention claim will be live for Contributors(Incentivized Testnet) \n\n🤔But the badge name itself says it\n\n👤KYC\n\n🤔Wt do u think?\n\n💙Like\n🔁RT"
"475330","<a href=""https://warpcast.com/coinempress"" target=""_blank"">coinempress</a>","1933","27","71.5925925925926","<a href=""https://warpcast.com/coinempress/0x22726ea8"" target=""_blank"">https://warpcast.com/coinempress/0x22726ea8</a>","Wow! 🤩 \n\nReally had a blast on our first Creator call! \n\nThank you for opportunity to speak about how I grew on Phaver   🔥\n\nHope we will do many more and maybe even for public so they get to know creators better! 💜"
"248001","<a href=""https://warpcast.com/azrkhr"" target=""_blank"">azrkhr</a>","1879","18","104.38888888888889","<a href=""https://warpcast.com/azrkhr/0x6c7e89aa"" target=""_blank"">https://warpcast.com/azrkhr/0x6c7e89aa</a>","We’r back"
"535436","<a href=""https://warpcast.com/cryptohindio"" target=""_blank"">cryptohindio</a>","1874","19","98.63157894736842","<a href=""https://warpcast.com/cryptohindio/0xb147de07"" target=""_blank"">https://warpcast.com/cryptohindio/0xb147de07</a>","🎮My Ethereum mining rig from 2017👇\n\n😅Can u believe this machine use to farm 1.5 $ETH per month\n\n💰Capital was $3500 for equipment\n🔌Electricity cost $100 per month\n\n😅But Ethereum was around $300 at that time & dumped in 2018\n\n✅So i sold it in early 2018\n\n💙Like\n🔁RT"
"99","<a href=""https://warpcast.com/jessepollak"" target=""_blank"">jessepollak</a>","1839","268","6.861940298507463","<a href=""https://warpcast.com/jessepollak/0xca216f8d"" target=""_blank"">https://warpcast.com/jessepollak/0xca216f8d</a>","remember: it's never as good as it seems and it's never as bad as it seems\n\nwe can only control one thing: showing up every day to build the future we want to see and bring the world onchain."
